@relation 'CBCK-weka.filters.unsupervised.attribute.Remove-R1-8-weka.filters.unsupervised.attribute.Remove-R3-4,7-13'

@attribute CBO numeric
@attribute WNC numeric
@attribute RFC numeric
@attribute LCOM numeric
@attribute LOC numeric
@attribute CLASS {GA,RANDOM}

@data
0,9,0,28,163,GA
12,2,9,0,128,GA
1,11,0,51,75,GA
7,12,9,10,73,GA
6,15,16,0,100,GA
3,2,1,1,41,RANDOM
8,8,22,0,58,GA
0,12,0,36,53,GA
1,7,19,21,98,RANDOM
3,9,12,0,47,GA
4,1,2,0,31,RANDOM
8,74,44,0,404,RANDOM
7,13,6,39,78,GA
79,56,46,73,458,GA
9,18,1,105,188,GA
4,21,8,18,213,GA
1,2,1,1,40,GA
9,18,1,105,188,GA
12,24,1,210,242,GA
2,20,22,0,105,GA
8,38,29,13,414,RANDOM
3,6,1,3,80,GA
1,2,1,1,40,GA
12,42,43,325,240,GA
18,36,1,528,350,GA
1,3,0,0,65,GA
4,19,21,43,199,GA
4,18,15,3,107,GA
7,791,48,805,1755,GA
5,41,17,465,312,GA
3,13,17,32,92,GA
5,23,13,64,108,GA
4,31,9,1,122,GA
2,2,1,1,12,RANDOM
1,2,1,1,40,GA
2,4,1,0,62,GA
1,2,1,1,40,GA
6,6,9,1,37,GA
1,2,1,1,40,GA
0,11,4,33,78,RANDOM
5,4,3,0,34,GA
12,24,1,210,242,GA
1,2,1,1,40,GA
16,11,8,33,67,RANDOM
2,7,4,2,51,RANDOM
6,33,6,126,275,GA
1,2,1,1,40,GA
22,20,44,6,238,GA
3,18,19,28,169,GA
1,2,1,1,40,GA
16,92,93,179,743,RANDOM
7,5,13,0,67,GA
12,82,75,0,296,GA
20,219,156,147,1170,RANDOM
7,8,6,12,79,RANDOM
1,2,1,1,40,GA
1,13,14,28,148,RANDOM
1,2,1,1,40,GA
6,12,1,36,134,GA
3,2,2,0,28,RANDOM
22,79,55,475,629,GA
2,15,4,53,279,GA
11,22,1,171,224,GA
4,10,8,0,60,GA
2,3,1,1,65,GA
4,3,16,1,56,GA
2,8,5,1,101,RANDOM
6,13,15,0,89,GA
4,8,1,10,98,GA
3,9,7,0,51,GA
61,122,1,7021,1124,GA
7,6,0,15,20,RANDOM
2,3,3,1,18,GA
1,2,1,1,40,GA
7,14,1,55,152,GA
7,14,1,55,152,GA
38,76,1,2628,710,GA
1,2,0,0,12,GA
12,59,51,78,382,GA
3,6,1,3,80,GA
2,12,3,44,75,GA
0,2,0,1,15,RANDOM
12,24,1,210,242,GA
4,14,13,0,123,GA
1,15,3,26,186,GA
11,22,1,171,224,GA
8,16,1,78,170,GA
1,2,1,1,40,RANDOM
20,156,0,7224,2780,GA
3,41,30,241,401,GA
10,34,35,0,233,GA
9,7,11,4,89,GA
6,12,1,36,134,GA
13,26,1,253,260,GA
1,2,1,1,40,GA
10,20,1,136,206,GA
3,35,12,0,226,GA
4,17,15,4,157,GA
4,18,20,15,195,GA
2,2,1,1,14,GA
1,10,7,0,74,GA
0,1,1,0,9,RANDOM
5,3,9,1,47,GA
2,3,1,1,62,RANDOM
1,2,1,1,40,GA
6,4,2,0,43,GA
5,5,11,2,72,GA
1,15,11,0,64,GA
7,53,23,500,537,GA
1,5,5,4,45,GA
0,3,0,0,40,GA
12,24,1,210,242,GA
0,3,3,3,20,GA
5,25,24,0,168,GA
0,2,0,1,13,RANDOM
18,93,61,597,454,GA
0,2,3,0,28,RANDOM
0,5,12,1,60,GA
2,3,2,0,44,GA
1,5,7,0,41,GA
1,11,30,10,96,RANDOM
1,2,1,1,40,GA
1,2,3,0,27,GA
3,5,8,0,54,GA
1,11,7,4,83,GA
4,20,10,0,198,GA
5,153,38,105,1275,GA
9,18,1,105,188,GA
1,2,1,1,40,GA
4,11,12,0,79,GA
9,18,1,105,188,GA
1,2,1,1,40,GA
2,13,5,46,70,GA
10,40,37,129,179,RANDOM
1,1,3,0,23,RANDOM
1,2,1,1,40,GA
1,24,9,9,117,RANDOM
15,161,26,274,753,GA
9,18,1,105,188,GA
1,2,1,1,40,GA
0,12,10,16,100,GA
1,3,1,0,31,GA
4,8,1,10,98,GA
1,2,4,1,52,GA
6,20,13,0,94,RANDOM
6,15,16,0,102,GA
1,2,1,1,40,GA
4,5,0,0,37,GA
3,25,21,126,176,RANDOM
9,18,1,105,188,GA
84,86,0,3655,631,GA
1,2,1,1,40,GA
0,11,25,1,120,GA
3,41,7,606,369,GA
0,2,1,0,42,RANDOM
11,50,16,1090,235,GA
8,16,1,78,170,GA
1,2,1,1,40,GA
1,18,4,29,80,GA
7,14,1,55,152,GA
2,13,8,25,87,RANDOM
7,38,76,190,344,RANDOM
12,24,1,210,242,GA
0,14,3,0,112,GA
13,26,1,253,260,GA
0,1,0,0,8,RANDOM
1,2,1,1,40,GA
3,6,1,3,80,GA
0,2,1,1,62,RANDOM
0,0,0,0,3,RANDOM
1,2,1,1,40,GA
2,1,5,0,34,GA
11,37,25,208,230,GA
1,1,0,0,29,RANDOM
1,2,1,1,40,GA
0,3,6,1,47,RANDOM
2,4,1,0,62,GA
11,22,1,171,224,GA
3,7,1,7,52,GA
11,22,1,171,224,GA
3,3,2,0,66,GA
2,3,7,3,31,GA
2,3,1,1,68,RANDOM
8,20,12,11,103,GA
0,1,4,0,37,GA
9,8,7,19,74,GA
6,5,7,3,96,GA
8,16,1,78,170,GA
2,2,0,1,48,GA
1,1,3,0,28,RANDOM
11,35,25,132,338,GA
13,118,78,0,492,GA
4,21,43,21,230,GA
12,24,1,210,242,GA
0,2,0,1,28,RANDOM
3,6,5,13,30,GA
8,28,16,0,142,GA
2,2,2,1,34,RANDOM
6,8,14,4,137,RANDOM
3,7,15,0,59,GA
11,7,12,0,87,GA
5,2,14,1,53,GA
17,16,20,20,149,GA
1,188,147,3846,1987,GA
1,2,1,1,40,GA
34,42,51,133,464,GA
8,16,1,78,170,RANDOM
8,70,37,202,499,GA
10,22,20,9,120,RANDOM
1,7,8,0,59,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
5,114,49,0,553,GA
7,12,1,0,80,GA
3,6,1,3,80,GA
9,38,30,59,198,GA
5,11,9,9,70,GA
2,0,0,0,47,RANDOM
4,8,9,6,72,GA
0,7,3,15,45,GA
1,14,8,0,72,GA
19,64,62,64,693,GA
6,20,23,3,139,RANDOM
1,5,11,1,45,GA
12,24,1,210,242,GA
3,3,8,0,57,GA
1,2,1,1,40,GA
0,2,0,1,39,RANDOM
1,2,1,1,40,GA
1,24,9,2,209,GA
1,2,1,1,40,GA
0,5,6,1,71,GA
6,15,15,0,87,GA
12,24,1,210,242,GA
5,11,14,0,62,GA
3,7,6,0,73,GA
1,2,1,1,40,GA
30,50,87,3,302,GA
2,40,28,136,169,GA
1,2,1,1,40,GA
1,7,1,0,29,GA
14,28,1,300,278,GA
14,28,1,300,278,GA
3,3,5,1,40,GA
9,18,1,105,188,GA
1,2,1,1,40,GA
1,2,1,0,16,GA
1,10,8,0,69,RANDOM
12,24,1,210,242,GA
3,10,9,0,55,GA
2,11,4,10,102,RANDOM
3,9,10,9,55,GA
4,2,3,1,16,GA
4,12,14,16,121,GA
1,2,1,1,40,GA
8,15,8,8,89,GA
2,13,9,4,84,RANDOM
3,6,2,11,59,RANDOM
3,6,1,3,80,GA
1,2,1,1,40,GA
8,16,1,78,170,GA
0,17,32,41,158,RANDOM
1,2,1,1,40,GA
3,1,0,0,17,GA
2,19,21,15,204,GA
5,8,18,3,128,RANDOM
1,2,1,1,40,GA
6,7,11,10,79,GA
1,2,1,1,40,GA
6,12,1,36,134,GA
3,2,2,0,18,RANDOM
0,5,2,0,75,GA
1,2,1,1,40,GA
19,38,43,378,325,RANDOM
1,2,1,1,40,GA
1,2,1,1,40,GA
6,12,1,36,134,GA
6,12,1,36,134,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
6,6,1,0,80,RANDOM
8,3,0,3,82,GA
4,8,1,10,98,GA
7,13,6,39,76,GA
2,122,56,1378,567,RANDOM
11,22,1,171,224,GA
1,2,1,1,40,GA
3,3,6,1,49,GA
7,8,11,3,101,RANDOM
7,20,27,0,196,GA
7,14,1,55,152,GA
2,3,0,0,28,GA
3,12,7,4,131,GA
1,3,0,0,36,GA
1,2,1,1,40,GA
2,13,8,0,78,GA
2,8,11,15,133,GA
7,9,2,36,90,GA
0,23,18,45,136,GA
1,2,1,1,40,GA
13,26,1,253,260,GA
6,6,10,0,55,GA
9,18,1,105,188,GA
1,2,1,1,40,GA
6,20,17,0,78,GA
10,22,7,114,139,GA
6,4,23,1,91,GA
3,2,2,0,22,RANDOM
1,8,8,2,92,GA
1,2,1,1,40,GA
13,26,1,253,260,GA
1,2,1,1,40,GA
1,8,10,0,58,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
1,4,7,1,66,GA
1,1,0,0,9,RANDOM
0,2,0,1,15,RANDOM
1,2,1,1,40,GA
6,24,13,77,134,GA
7,24,30,117,193,GA
1,3,0,0,23,RANDOM
5,77,65,567,650,RANDOM
3,36,7,0,137,GA
2,12,12,0,72,GA
8,16,1,78,170,GA
4,8,1,10,98,GA
8,54,24,439,524,GA
9,18,1,105,188,GA
7,14,1,55,152,GA
2,6,4,11,36,RANDOM
5,8,5,0,62,GA
1,2,1,1,40,RANDOM
1,2,1,1,40,GA
1,6,16,4,72,GA
1,2,1,1,40,GA
0,11,17,1,67,GA
1,10,0,0,55,GA
1,2,1,1,40,GA
7,14,1,55,152,GA
6,12,1,36,134,GA
1,5,8,0,62,GA
4,13,11,0,90,GA
5,10,1,21,116,GA
14,63,44,0,397,RANDOM
15,8,24,13,101,RANDOM
6,23,19,1,163,GA
2,2,3,0,14,GA
0,7,9,3,49,RANDOM
0,7,0,9,34,GA
2,129,26,10,733,GA
1,2,1,1,40,GA
0,3,3,0,51,GA
7,14,6,8,84,GA
8,16,1,78,170,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
13,36,30,45,211,GA
9,18,1,105,188,GA
15,30,1,351,296,GA
7,5,13,0,67,GA
10,74,88,0,504,GA
6,12,1,36,134,GA
0,84,18,136,303,RANDOM
16,17,16,0,134,GA
6,17,32,10,117,GA
7,44,20,329,441,GA
1,2,1,1,40,GA
4,8,1,10,98,GA
7,56,62,2,295,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
1,2,3,1,34,RANDOM
1,2,1,1,40,GA
11,22,1,171,224,GA
13,26,1,253,260,GA
1,2,1,1,40,GA
4,25,31,0,218,GA
4,6,1,13,81,GA
12,24,1,210,242,GA
8,19,15,1,89,GA
1,2,1,1,40,GA
2,2,2,1,47,GA
0,38,44,1,326,GA
1,4,3,1,48,GA
1,7,6,2,83,GA
2,5,6,0,96,GA
4,27,19,0,222,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
10,12,7,23,65,GA
4,21,8,34,221,GA
4,18,20,15,195,GA
50,6,1,4,124,GA
1,2,1,0,33,GA
6,17,47,20,235,RANDOM
1,2,1,1,40,GA
1,2,1,1,40,GA
15,44,34,66,199,GA
1,2,1,1,40,GA
4,8,1,10,98,GA
3,6,0,7,51,GA
9,22,32,77,202,GA
1,2,1,1,40,GA
13,26,1,253,260,GA
2,21,10,188,97,GA
1,23,10,0,131,GA
3,26,11,0,132,GA
26,52,1,1176,494,GA
6,6,12,1,50,RANDOM
13,55,32,298,264,GA
1,2,1,1,40,GA
12,24,1,210,242,GA
0,6,8,1,56,RANDOM
5,25,17,4,154,GA
1,7,6,11,108,GA
6,12,1,36,134,GA
1,2,1,1,40,GA
5,18,25,26,133,GA
2,2,3,0,20,RANDOM
5,12,9,55,65,GA
4,58,35,223,689,RANDOM
1,2,1,1,40,GA
9,18,1,105,188,GA
9,18,1,105,188,GA
8,32,27,0,279,GA
2,0,0,0,47,RANDOM
1,2,1,1,40,GA
8,16,18,59,120,RANDOM
1,2,1,1,40,GA
9,4,6,0,47,GA
3,7,5,1,62,GA
4,5,6,10,49,GA
4,4,5,0,26,GA
3,46,30,217,317,GA
4,8,1,10,98,GA
7,65,32,0,462,GA
2,9,3,19,46,GA
10,11,34,0,190,GA
6,12,1,36,134,GA
14,28,1,300,278,GA
4,8,1,10,98,GA
7,12,1,0,70,GA
1,2,5,0,74,GA
0,7,0,15,135,GA
0,1,5,0,24,RANDOM
1,2,1,1,40,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
9,29,30,6,273,RANDOM
4,8,1,10,98,GA
15,38,47,100,410,RANDOM
1,2,1,1,40,GA
5,16,42,39,190,RANDOM
1,2,1,1,40,GA
0,0,0,0,33,RANDOM
4,2,1,0,23,RANDOM
1,2,1,1,40,GA
12,24,1,210,242,GA
4,7,3,1,30,GA
14,28,1,300,278,GA
13,6,24,6,104,GA
1,2,0,0,12,RANDOM
0,2,0,0,40,GA
3,4,0,0,16,GA
2,12,11,37,178,GA
12,24,1,210,242,GA
1,2,0,0,27,RANDOM
12,56,35,165,297,GA
3,6,1,3,80,GA
3,6,1,3,80,GA
7,18,5,0,120,GA
0,7,10,6,72,GA
1,2,1,1,40,GA
2,16,9,89,71,GA
6,53,57,300,301,GA
9,18,1,105,188,GA
12,24,1,210,242,GA
13,57,49,619,448,GA
8,19,28,10,121,RANDOM
0,1,0,0,34,RANDOM
1,2,1,1,40,GA
3,4,3,4,53,GA
4,3,2,0,23,RANDOM
13,26,1,253,260,GA
4,8,1,10,98,GA
13,26,1,253,260,GA
1,2,1,1,40,RANDOM
2,3,3,1,18,GA
5,46,29,76,262,RANDOM
9,43,37,666,215,RANDOM
1,2,1,1,40,GA
1,5,2,0,61,GA
2,6,5,0,67,RANDOM
1,2,1,1,40,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
7,34,46,15,255,GA
1,2,1,1,40,GA
6,12,1,36,134,GA
1,2,1,1,40,GA
1,1,1,0,10,GA
1,3,1,0,31,RANDOM
8,165,97,570,778,RANDOM
3,11,12,19,74,GA
25,26,19,61,157,RANDOM
2,10,6,0,54,GA
12,24,1,210,242,GA
13,26,1,253,260,GA
1,2,1,1,40,GA
4,7,0,21,69,RANDOM
4,10,11,1,82,GA
5,52,59,175,424,RANDOM
13,26,1,253,260,GA
5,10,1,21,116,GA
1,2,1,1,40,GA
20,31,24,127,236,RANDOM
6,20,16,38,93,GA
19,93,173,26,681,GA
1,52,36,6,430,GA
3,16,8,0,134,GA
1,2,1,1,40,GA
16,33,12,217,246,GA
1,27,20,49,194,RANDOM
1,8,0,1,75,GA
8,29,16,120,463,GA
9,36,12,30,197,GA
1,9,10,4,49,GA
1,14,1,41,120,GA
1,2,1,1,40,GA
6,24,21,10,164,GA
9,27,17,1,290,GA
2,2,2,1,14,GA
6,12,1,36,134,GA
7,12,1,0,70,GA
1,2,1,1,40,GA
10,16,21,29,164,RANDOM
3,6,10,1,80,GA
0,12,0,54,52,GA
2,36,76,147,329,RANDOM
4,16,11,33,89,RANDOM
1,5,7,1,66,GA
1,2,1,1,40,GA
2,4,2,0,21,GA
1,2,1,1,40,GA
10,16,20,10,106,GA
4,9,7,21,68,GA
6,55,64,155,303,GA
22,51,58,648,300,GA
1,2,1,1,40,GA
11,81,37,90,833,GA
4,30,10,0,217,GA
2,22,25,9,118,GA
8,16,1,78,170,GA
6,12,1,36,134,GA
11,22,1,171,224,GA
2,19,16,0,69,GA
17,32,25,102,293,RANDOM
4,13,26,5,115,GA
1,2,1,1,40,GA
4,5,0,0,60,GA
4,10,20,3,128,GA
3,6,4,3,33,GA
14,28,1,300,278,GA
1,2,1,1,40,GA
6,2,1,1,32,RANDOM
2,12,21,17,97,GA
5,22,14,0,118,GA
4,5,2,10,40,GA
10,23,11,55,85,GA
20,124,121,945,553,GA
3,4,12,0,99,GA
1,2,0,0,29,RANDOM
5,24,40,0,238,GA
2,16,11,70,99,RANDOM
30,34,55,190,378,RANDOM
7,14,1,55,152,GA
2,2,2,1,14,GA
1,2,0,1,25,RANDOM
1,2,4,0,34,GA
2,50,29,0,240,GA
9,18,1,105,188,GA
2,13,18,17,105,GA
0,3,0,0,48,GA
1,2,1,1,40,GA
5,18,7,85,200,RANDOM
1,9,5,14,44,GA
2,50,17,868,281,GA
1,2,1,1,40,GA
6,12,1,36,134,GA
3,15,2,56,53,GA
3,2,3,0,23,GA
3,6,4,9,30,GA
3,20,18,2,91,RANDOM
0,8,1,0,55,RANDOM
2,46,22,289,336,GA
0,3,0,1,52,GA
1,2,1,1,40,GA
7,47,21,329,451,GA
6,39,12,105,322,GA
9,43,61,60,313,GA
1,4,0,0,26,GA
13,37,32,6,169,RANDOM
1,2,1,1,40,RANDOM
3,7,25,0,136,GA
1,9,7,3,33,GA
7,14,1,55,152,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
53,149,159,1099,1176,RANDOM
